state,county,year,office,dem_votes,rep_votes,total_votes,dem_share
CA,Santa Cruz,2020,presidential,99893,30174,136310,0.7680118708050466
CA,Shasta,2020,presidential,27839,63973,95449,0.3032174443427874
CA,Sierra,2020,presidential,793,1416,2303,0.35898596650067904
CA,Siskiyou,2020,presidential,8650,15697,25430,0.35527991128270425
CA,Solano,2020,presidential,119527,72141,200096,0.6236147922449236
CA,Sonoma,2020,presidential,177879,62313,251065,0.7405700439648282
CA,Stanislaus,2020,presidential,93073,102721,203685,0.4753618599139912
CA,Sutter,2020,presidential,14984,27109,43660,0.35597367733352336
CA,Tehama,2020,presidential,7478,21164,29637,0.2610851197542071
CA,Trinity,2020,presidential,2862,4852,8067,0.3710137412496759
CA,Tulare,2020,presidential,47330,85688,137431,0.355816506036777
CA,Tuolumne,2020,presidential,12269,19610,33113,0.38486150757551996
CA,Ventura,2020,presidential,236619,163449,416890,0.591446954017817
CA,Yolo,2020,presidential,64764,26406,95348,0.710365251727542
CA,Yuba,2020,presidential,10359,19835,31552,0.34308140690203354
CA,Alameda,2022,governor,449714,83841,562437,0.842863434884876
CA,Alpine,2022,governor,336,249,621,0.5743589743589743
CA,Amador,2022,governor,6907,12895,20588,0.3488031511968488
CA,Butte,2022,governor,35217,46395,86453,0.43151742390824877
CA,Calaveras,2022,governor,8402,15614,25117,0.34985009993337773
CA,Colusa,2022,governor,1972,4878,7117,0.28788321167883213
CA,Contra Costa,2022,governor,289987,99445,413236,0.7446409129193287
CA,Del Norte,2022,governor,3514,5870,9916,0.3744671781756181
CA,El Dorado,2022,governor,37120,57180,98831,0.3936373276776246
CA,Fresno,2022,governor,121008,131242,266163,0.4797145688800793
CA,Glenn,2022,governor,2513,7212,10046,0.25840616966580976
CA,Humboldt,2022,governor,32111,18422,54821,0.6354461441038529
CA,Imperial,2022,governor,21114,15893,39096,0.5705407085146054
CA,Inyo,2022,governor,3280,4660,8287,0.41309823677581864
CA,Kern,2022,governor,71912,148053,228846,0.32692473802650424
CA,Kings,2022,governor,11422,20897,33718,0.35341440019802595
CA,Lake,2022,governor,10706,11844,24005,0.47476718403547674
CA,Lassen,2022,governor,2132,8435,10987,0.20176019683921642
CA,Los Angeles,2022,governor,2108858,693979,2957753,0.75240122775602
CA,Madera,2022,governor,15597,29961,47569,0.3423548004741209
CA,Marin,2022,governor,93001,19295,118152,0.8281773170905464
CA,Mariposa,2022,governor,3108,5491,8968,0.3614373764391208
CA,Mendocino,2022,governor,21242,10038,33782,0.6790920716112532
CA,Merced,2022,governor,31261,35131,69805,0.47085492227979275
CA,Modoc,2022,governor,714,3300,4175,0.17787742899850523
CA,Mono,2022,governor,2979,2387,5621,0.5551621319418562
CA,Monterey,2022,governor,79991,32318,118519,0.7122403369275837
CA,Napa,2022,governor,34697,16389,54182,0.679188035861097
CA,Nevada,2022,governor,23673,28061,54475,0.45759075269648586
CA,Orange,2022,governor,573896,473693,1108313,0.5478255308140884
CA,Placer,2022,governor,78287,117103,205033,0.40067045396386713
CA,Plumas,2022,governor,3387,6107,9925,0.35675163261006954
CA,Riverside,2022,governor,329892,356631,720618,0.4805257799083206
CA,Sacramento,2022,governor,305236,180406,515282,0.6285205974771539
CA,San Benito,2022,governor,11282,9605,22051,0.5401445875424905
CA,San Bernardino,2022,governor,269109,265574,563527,0.5033056970204776
CA,San Diego,2022,governor,687232,415180,1163920,0.6233894406084114
CA,San Francisco,2022,governor,267696,21149,306103,0.9267807993906767
CA,San Joaquin,2022,governor,101858,96212,209238,0.5142525369818751
CA,San Luis Obispo,2022,governor,58293,53946,118768,0.5193649266297811
CA,San Mateo,2022,governor,211439,49256,275076,0.8110589002474156
CA,Santa Barbara,2022,governor,89916,49269,147091,0.646017889858821
CA,Santa Clara,2022,governor,448078,140123,621011,0.7617770115997763
CA,Santa Cruz,2022,governor,78182,21164,105399,0.7869667626275844
CA,Shasta,2022,governor,19498,53211,76050,0.2681648764252018
CA,Sierra,2022,governor,571,1132,1787,0.33529066353493836
CA,Siskiyou,2022,governor,6138,12841,19885,0.32341008483060224
CA,Solano,2022,governor,89657,52124,150274,0.6323625873706632
CA,Sonoma,2022,governor,141298,44139,195935,0.7619730690207456
CA,Stanislaus,2022,governor,68131,83118,159070,0.45045587078261673
CA,Sutter,2022,governor,10892,22050,34503,0.3306417339566511
CA,Tehama,2022,governor,5173,17385,23437,0.22931997517510416
CA,Trinity,2022,governor,2057,3954,6339,0.3422059557477957
CA,Tulare,2022,governor,34005,69968,108385,0.3270560626316448
CA,Tuolumne,2022,governor,9021,15907,26090,0.36188222079589216
CA,Ventura,2022,governor,181139,118917,316089,0.6036839789905885
CA,Yolo,2022,governor,51393,18652,74426,0.7337140409736598
CA,Yuba,2022,governor,7350,15770,24373,0.3179065743944637
CA,Alameda,2024,presidential,585000,145000,755000,0.8013698630136986
CA,Alpine,2024,presidential,410,390,840,0.5125
CA,Amador,2024,presidential,8500,16200,25500,0.3441295546558704
CA,Butte,2024,presidential,45000,61000,112000,0.42452830188679247
CA,Calaveras,2024,presidential,10500,19800,31500,0.3465346534653465
CA,Colusa,2024,presidential,2400,6100,8800,0.2823529411764706
CA,Contra Costa,2024,presidential,365000,155000,545000,0.7019230769230769
CA,Del Norte,2024,presidential,4500,7800,12900,0.36585365853658536
CA,El Dorado,2024,presidential,46000,72000,122000,0.3898305084745763
CA,Fresno,2024,presidential,150000,170000,335000,0.46875
CA,Glenn,2024,presidential,3200,9100,12700,0.2601626016260163
CA,Humboldt,2024,presidential,38000,26000,69000,0.59375
CA,Imperial,2024,presidential,25000,24000,51000,0.5102040816326531
CA,Inyo,2024,presidential,4200,6000,10600,0.4117647058823529
CA,Kern,2024,presidential,92000,185000,287000,0.33212996389891697
CA,Kings,2024,presidential,14500,27000,43000,0.3493975903614458
CA,Lake,2024,presidential,13500,15800,31000,0.46075085324232085
CA,Lassen,2024,presidential,2900,10500,13800,0.21641791044776118
CA,Los Angeles,2024,presidential,2850000,1200000,4200000,0.7037037037037037
CA,Madera,2024,presidential,19500,38500,60000,0.33620689655172414
CA,Marin,2024,presidential,112000,29000,148000,0.7943262411347518
CA,Mariposa,2024,presidential,3900,6900,11200,0.3611111111111111
CA,Mendocino,2024,presidential,25500,14200,42500,0.6423173803526449
CA,Merced,2024,presidential,39000,45000,87500,0.4642857142857143
CA,Modoc,2024,presidential,950,4100,5200,0.18811881188118812
CA,Mono,2024,presidential,3600,3200,7100,0.5294117647058824
CA,Monterey,2024,presidential,102000,46500,156000,0.6868686868686869
CA,Napa,2024,presidential,42000,24000,69000,0.6363636363636364
CA,Nevada,2024,presidential,29000,35500,67500,0.4496124031007752
CA,Orange,2024,presidential,780000,720000,1560000,0.52
CA,Placer,2024,presidential,98000,145000,253000,0.40329218106995884
CA,Plumas,2024,presidential,4400,7800,12700,0.36065573770491804
CA,Riverside,2024,presidential,430000,470000,935000,0.4777777777777778
CA,Sacramento,2024,presidential,385000,265000,680000,0.5923076923076923
CA,San Benito,2024,presidential,14000,13200,28500,0.5147058823529411
CA,San Bernardino,2024,presidential,355000,360000,745000,0.4965034965034965
CA,San Diego,2024,presidential,870000,590000,1525000,0.5958904109589042
CA,San Francisco,2024,presidential,345000,38000,400000,0.9007832898172323
CA,San Joaquin,2024,presidential,132000,128000,270000,0.5076923076923077
CA,San Luis Obispo,2024,presidential,73000,70000,150500,0.5104895104895105
CA,San Mateo,2024,presidential,262000,75000,352000,0.7774480712166172
CA,Santa Barbara,2024,presidential,112000,69000,190000,0.6187845303867403
CA,Santa Clara,2024,presidential,565000,215000,815000,0.7243589743589743
CA,Santa Cruz,2024,presidential,95000,32000,133500,0.7480314960629921
CA,Shasta,2024,presidential,25500,66000,95000,0.2786885245901639
CA,Sierra,2024,presidential,730,1450,2280,0.3348623853211009
CA,Siskiyou,2024,presidential,8000,16200,25200,0.3305785123966942
CA,Solano,2024,presidential,113000,75000,197000,0.601063829787234
CA,Sonoma,2024,presidential,168000,65000,245000,0.721030042918455
CA,Stanislaus,2024,presidential,88000,106000,202000,0.4536082474226804
CA,Sutter,2024,presidential,14000,28000,43500,0.3333333333333333
CA,Tehama,2024,presidential,6900,21800,29600,0.24041811846689895
CA,Trinity,2024,presidential,2650,5000,8000,0.3464052287581699
CA,Tulare,2024,presidential,44000,88000,136500,0.3333333333333333
CA,Tuolumne,2024,presidential,11300,20200,32800,0.35873015873015873
CA,Ventura,2024,presidential,225000,170000,412000,0.569620253164557
CA,Yolo,2024,presidential,61500,27500,93500,0.6910112359550562
CA,Yuba,2024,presidential,9600,20500,31500,0.31893687707641194
